2026-07-30 17:54:55 WARNING  | DexSniper            | AI client disabled — no valid API key.
2026-07-30 17:56:10 ERROR    | DexSniper            | Error fetching events: ContractEvent.get_logs() got an unexpected keyword argument 'toBlock'
2026-07-30 17:56:10 INFO     | DexSniper            | ==================================================
2026-07-30 17:56:10 INFO     | DexSniper            |   📊 DEX SNIPER STATS
2026-07-30 17:56:10 INFO     | DexSniper            |   Runtime: 0:00:00.194601
2026-07-30 17:56:10 INFO     | DexSniper            |   Pairs detected: 0
2026-07-30 17:56:10 INFO     | DexSniper            |   Scams filtered: 0
2026-07-30 17:56:10 INFO     | DexSniper            |   Trades executed: 0
2026-07-30 17:56:10 INFO     | DexSniper            |   Total invested: 0.0 BSC
2026-07-30 17:56:10 INFO     | DexSniper            | ==================================================
2026-07-30 17:56:10 INFO     | DexSniper            | ⏰ Sleeping 30s...
2026-07-30 17:56:37 INFO     | DexSniper            | ⏹️  Shutdown signal received.
2026-07-30 17:56:37 INFO     | DexSniper            | ==================================================
2026-07-30 17:56:37 INFO     | DexSniper            |   📊 DEX SNIPER STATS
2026-07-30 17:56:37 INFO     | DexSniper            |   Runtime: 0:00:27.035308
2026-07-30 17:56:37 INFO     | DexSniper            |   Pairs detected: 0
2026-07-30 17:56:37 INFO     | DexSniper            |   Scams filtered: 0
2026-07-30 17:56:37 INFO     | DexSniper            |   Trades executed: 0
2026-07-30 17:56:37 INFO     | DexSniper            |   Total invested: 0.0 BSC
2026-07-30 17:56:37 INFO     | DexSniper            | ==================================================
2026-07-30 17:57:06 WARNING  | DexSniper            | AI client disabled — no valid API key.
2026-07-30 17:57:07 INFO     | DexSniper            | Connected to chain 56 via https://bsc-dataseed.binance.org...
2026-07-30 17:57:07 INFO     | DexSniper            | Factory contract loaded: 0xcA143Ce3...
2026-07-30 17:57:07 INFO     | DexSniper            | =======================================================
2026-07-30 17:57:07 INFO     | DexSniper            | 🚀 DEX Sniper STARTED
2026-07-30 17:57:07 INFO     | DexSniper            |    Chain: BSC
2026-07-30 17:57:07 INFO     | DexSniper            |    Factory: 0xcA143Ce32Fe78...
2026-07-30 17:57:07 INFO     | DexSniper            |    Buy amount: 0.05 BSC
2026-07-30 17:57:07 INFO     | DexSniper            |    TP: 20.00%
2026-07-30 17:57:07 INFO     | DexSniper            |    AI scam filter: ON
2026-07-30 17:57:07 INFO     | DexSniper            | =======================================================
2026-07-30 17:57:07 ERROR    | DexSniper            | Error fetching events: {'code': -32005, 'message': 'limit exceeded'}
2026-07-30 17:57:07 INFO     | DexSniper            | ==================================================
2026-07-30 17:57:07 INFO     | DexSniper            |   📊 DEX SNIPER STATS
2026-07-30 17:57:07 INFO     | DexSniper            |   Runtime: 0:00:00.321777
2026-07-30 17:57:07 INFO     | DexSniper            |   Pairs detected: 0
2026-07-30 17:57:07 INFO     | DexSniper            |   Scams filtered: 0
2026-07-30 17:57:07 INFO     | DexSniper            |   Trades executed: 0
2026-07-30 17:57:07 INFO     | DexSniper            |   Total invested: 0.0 BSC
2026-07-30 17:57:07 INFO     | DexSniper            | ==================================================
2026-07-30 17:57:07 INFO     | DexSniper            | ⏰ Sleeping 30s...
2026-07-30 17:57:11 INFO     | DexSniper            | ⏹️  Shutdown signal received.
2026-07-30 17:57:11 INFO     | DexSniper            | ==================================================
2026-07-30 17:57:11 INFO     | DexSniper            |   📊 DEX SNIPER STATS
2026-07-30 17:57:11 INFO     | DexSniper            |   Runtime: 0:00:03.590968
2026-07-30 17:57:11 INFO     | DexSniper            |   Pairs detected: 0
2026-07-30 17:57:11 INFO     | DexSniper            |   Scams filtered: 0
2026-07-30 17:57:11 INFO     | DexSniper            |   Trades executed: 0
2026-07-30 17:57:11 INFO     | DexSniper            |   Total invested: 0.0 BSC
2026-07-30 17:57:11 INFO     | DexSniper            | ==================================================
2026-07-30 17:58:31 WARNING  | DexSniper            | AI client disabled — no valid API key.
2026-07-30 17:58:32 INFO     | DexSniper            | Connected to chain 56 via https://bsc-dataseed.binance.org...
2026-07-30 17:58:32 INFO     | DexSniper            | Factory contract loaded: 0xcA143Ce3...
2026-07-30 17:58:32 INFO     | DexSniper            | =======================================================
2026-07-30 17:58:32 INFO     | DexSniper            | 🚀 DEX Sniper STARTED
2026-07-30 17:58:32 INFO     | DexSniper            |    Chain: BSC
2026-07-30 17:58:32 INFO     | DexSniper            |    Factory: 0xcA143Ce32Fe78...
2026-07-30 17:58:32 INFO     | DexSniper            |    Buy amount: 0.05 BSC
2026-07-30 17:58:32 INFO     | DexSniper            |    TP: 20.00%
2026-07-30 17:58:32 INFO     | DexSniper            |    AI scam filter: ON
2026-07-30 17:58:32 INFO     | DexSniper            | =======================================================
2026-07-30 17:58:33 INFO     | DexSniper            | 🆕 New pair detected! Token: 0x0bf4F2b8... Pair: 0xb38F44ff...
2026-07-30 17:58:34 INFO     | DexSniper            |   → Bonk Rich X (BONK)
2026-07-30 17:58:34 INFO     | DexSniper            |   → ✅ Passed checks: Passed basic checks
2026-07-30 17:58:34 INFO     | DexSniper            | 🎯 SNIPE: Bonk Rich X (BONK) — 0.05 BSC invested
2026-07-30 17:58:34 INFO     | DexSniper            | ==================================================
2026-07-30 17:58:34 INFO     | DexSniper            |   📊 DEX SNIPER STATS
2026-07-30 17:58:34 INFO     | DexSniper            |   Runtime: 0:00:01.982765
2026-07-30 17:58:34 INFO     | DexSniper            |   Pairs detected: 1
2026-07-30 17:58:34 INFO     | DexSniper            |   Scams filtered: 0
2026-07-30 17:58:34 INFO     | DexSniper            |   Trades executed: 1
2026-07-30 17:58:34 INFO     | DexSniper            |   Total invested: 0.05 BSC
2026-07-30 17:58:34 INFO     | DexSniper            | ==================================================
2026-07-30 17:58:34 INFO     | DexSniper            | ⏰ Sleeping 30s...
2026-07-30 17:59:05 INFO     | DexSniper            | 🆕 New pair detected! Token: 0xC621b24B... Pair: 0x56F7dEE6...
2026-07-30 17:59:06 INFO     | DexSniper            |   → QQQB (QQQB)
2026-07-30 17:59:06 INFO     | DexSniper            |   → ✅ Passed checks: Passed basic checks
2026-07-30 17:59:06 INFO     | DexSniper            | 🎯 SNIPE: QQQB (QQQB) — 0.05 BSC invested
2026-07-30 17:59:06 INFO     | DexSniper            | ==================================================
2026-07-30 17:59:06 INFO     | DexSniper            |   📊 DEX SNIPER STATS
2026-07-30 17:59:06 INFO     | DexSniper            |   Runtime: 0:00:33.570464
2026-07-30 17:59:06 INFO     | DexSniper            |   Pairs detected: 2
2026-07-30 17:59:06 INFO     | DexSniper            |   Scams filtered: 0
2026-07-30 17:59:06 INFO     | DexSniper            |   Trades executed: 2
2026-07-30 17:59:06 INFO     | DexSniper            |   Total invested: 0.1 BSC
2026-07-30 17:59:06 INFO     | DexSniper            | ==================================================
2026-07-30 17:59:06 INFO     | DexSniper            | ⏰ Sleeping 30s...
2026-07-30 17:59:36 INFO     | DexSniper            | ==================================================
2026-07-30 17:59:36 INFO     | DexSniper            |   📊 DEX SNIPER STATS
2026-07-30 17:59:36 INFO     | DexSniper            |   Runtime: 0:01:03.888194
2026-07-30 17:59:36 INFO     | DexSniper            |   Pairs detected: 2
2026-07-30 17:59:36 INFO     | DexSniper            |   Scams filtered: 0
2026-07-30 17:59:36 INFO     | DexSniper            |   Trades executed: 2
2026-07-30 17:59:36 INFO     | DexSniper            |   Total invested: 0.1 BSC
2026-07-30 17:59:36 INFO     | DexSniper            | ==================================================
2026-07-30 17:59:36 INFO     | DexSniper            | ⏰ Sleeping 30s...
2026-07-30 18:00:07 INFO     | DexSniper            | 🆕 New pair detected! Token: 0xC6D6F8Dc... Pair: 0x2645b875...
2026-07-30 18:00:08 INFO     | DexSniper            |   → NVDA (女大)
2026-07-30 18:00:08 INFO     | DexSniper            |   → ✅ Passed checks: Passed basic checks
2026-07-30 18:00:08 INFO     | DexSniper            | 🎯 SNIPE: NVDA (女大) — 0.05 BSC invested
2026-07-30 18:00:08 INFO     | DexSniper            | ==================================================
2026-07-30 18:00:08 INFO     | DexSniper            |   📊 DEX SNIPER STATS
2026-07-30 18:00:08 INFO     | DexSniper            |   Runtime: 0:01:35.267835
2026-07-30 18:00:08 INFO     | DexSniper            |   Pairs detected: 3
2026-07-30 18:00:08 INFO     | DexSniper            |   Scams filtered: 0
2026-07-30 18:00:08 INFO     | DexSniper            |   Trades executed: 3
2026-07-30 18:00:08 INFO     | DexSniper            |   Total invested: 0.15000000000000002 BSC
2026-07-30 18:00:08 INFO     | DexSniper            | ==================================================
2026-07-30 18:00:08 INFO     | DexSniper            | ⏰ Sleeping 30s...
2026-07-30 18:00:38 INFO     | DexSniper            | ==================================================
2026-07-30 18:00:38 INFO     | DexSniper            |   📊 DEX SNIPER STATS
2026-07-30 18:00:38 INFO     | DexSniper            |   Runtime: 0:02:05.573394
2026-07-30 18:00:38 INFO     | DexSniper            |   Pairs detected: 3
2026-07-30 18:00:38 INFO     | DexSniper            |   Scams filtered: 0
2026-07-30 18:00:38 INFO     | DexSniper            |   Trades executed: 3
2026-07-30 18:00:38 INFO     | DexSniper            |   Total invested: 0.15000000000000002 BSC
2026-07-30 18:00:38 INFO     | DexSniper            | ==================================================
2026-07-30 18:00:38 INFO     | DexSniper            | ⏰ Sleeping 30s...
2026-07-30 18:01:08 INFO     | DexSniper            | ==================================================
2026-07-30 18:01:08 INFO     | DexSniper            |   📊 DEX SNIPER STATS
2026-07-30 18:01:08 INFO     | DexSniper            |   Runtime: 0:02:35.984650
2026-07-30 18:01:08 INFO     | DexSniper            |   Pairs detected: 3
2026-07-30 18:01:08 INFO     | DexSniper            |   Scams filtered: 0
2026-07-30 18:01:08 INFO     | DexSniper            |   Trades executed: 3
2026-07-30 18:01:08 INFO     | DexSniper            |   Total invested: 0.15000000000000002 BSC
2026-07-30 18:01:08 INFO     | DexSniper            | ==================================================
2026-07-30 18:01:08 INFO     | DexSniper            | ⏰ Sleeping 30s...
2026-07-30 18:01:39 INFO     | DexSniper            | 🆕 New pair detected! Token: 0x21cAef8A... Pair: 0x07e525ef...
2026-07-30 18:01:40 INFO     | DexSniper            |   → Tether Gold (XAUt)
2026-07-30 18:01:40 INFO     | DexSniper            |   → ✅ Passed checks: Passed basic checks
2026-07-30 18:01:40 INFO     | DexSniper            | 🎯 SNIPE: Tether Gold (XAUt) — 0.05 BSC invested
2026-07-30 18:01:40 INFO     | DexSniper            | ==================================================
2026-07-30 18:01:40 INFO     | DexSniper            |   📊 DEX SNIPER STATS
2026-07-30 18:01:40 INFO     | DexSniper            |   Runtime: 0:03:07.681025
2026-07-30 18:01:40 INFO     | DexSniper            |   Pairs detected: 4
2026-07-30 18:01:40 INFO     | DexSniper            |   Scams filtered: 0
2026-07-30 18:01:40 INFO     | DexSniper            |   Trades executed: 4
2026-07-30 18:01:40 INFO     | DexSniper            |   Total invested: 0.2 BSC
2026-07-30 18:01:40 INFO     | DexSniper            | ==================================================
2026-07-30 18:01:40 INFO     | DexSniper            | ⏰ Sleeping 30s...
2026-07-30 18:02:10 INFO     | DexSniper            | ==================================================
2026-07-30 18:02:10 INFO     | DexSniper            |   📊 DEX SNIPER STATS
2026-07-30 18:02:10 INFO     | DexSniper            |   Runtime: 0:03:38.041098
2026-07-30 18:02:10 INFO     | DexSniper            |   Pairs detected: 4
2026-07-30 18:02:10 INFO     | DexSniper            |   Scams filtered: 0
2026-07-30 18:02:10 INFO     | DexSniper            |   Trades executed: 4
2026-07-30 18:02:10 INFO     | DexSniper            |   Total invested: 0.2 BSC
2026-07-30 18:02:10 INFO     | DexSniper            | ==================================================
2026-07-30 18:02:10 INFO     | DexSniper            | ⏰ Sleeping 30s...
2026-07-30 18:02:41 INFO     | DexSniper            | ==================================================
2026-07-30 18:02:41 INFO     | DexSniper            |   📊 DEX SNIPER STATS
2026-07-30 18:02:41 INFO     | DexSniper            |   Runtime: 0:04:08.678353
2026-07-30 18:02:41 INFO     | DexSniper            |   Pairs detected: 4
2026-07-30 18:02:41 INFO     | DexSniper            |   Scams filtered: 0
2026-07-30 18:02:41 INFO     | DexSniper            |   Trades executed: 4
2026-07-30 18:02:41 INFO     | DexSniper            |   Total invested: 0.2 BSC
2026-07-30 18:02:41 INFO     | DexSniper            | ==================================================
2026-07-30 18:02:41 INFO     | DexSniper            | ⏰ Sleeping 30s...
2026-07-30 18:03:11 INFO     | DexSniper            | ==================================================
2026-07-30 18:03:11 INFO     | DexSniper            |   📊 DEX SNIPER STATS
2026-07-30 18:03:11 INFO     | DexSniper            |   Runtime: 0:04:39.032713
2026-07-30 18:03:11 INFO     | DexSniper            |   Pairs detected: 4
2026-07-30 18:03:11 INFO     | DexSniper            |   Scams filtered: 0
2026-07-30 18:03:11 INFO     | DexSniper            |   Trades executed: 4
2026-07-30 18:03:11 INFO     | DexSniper            |   Total invested: 0.2 BSC
2026-07-30 18:03:11 INFO     | DexSniper            | ==================================================
2026-07-30 18:03:11 INFO     | DexSniper            | ⏰ Sleeping 30s...
2026-07-30 18:03:42 INFO     | DexSniper            | ==================================================
2026-07-30 18:03:42 INFO     | DexSniper            |   📊 DEX SNIPER STATS
2026-07-30 18:03:42 INFO     | DexSniper            |   Runtime: 0:05:09.340383
2026-07-30 18:03:42 INFO     | DexSniper            |   Pairs detected: 4
2026-07-30 18:03:42 INFO     | DexSniper            |   Scams filtered: 0
2026-07-30 18:03:42 INFO     | DexSniper            |   Trades executed: 4
2026-07-30 18:03:42 INFO     | DexSniper            |   Total invested: 0.2 BSC
2026-07-30 18:03:42 INFO     | DexSniper            | ==================================================
2026-07-30 18:03:42 INFO     | DexSniper            | ⏰ Sleeping 30s...
2026-07-30 18:04:12 INFO     | DexSniper            | 🆕 New pair detected! Token: 0x5fab8df8... Pair: 0xc94688BD...
2026-07-30 18:04:13 INFO     | DexSniper            |   → 🍏APPLEDOG (🍏APPLEDOG)
2026-07-30 18:04:13 INFO     | DexSniper            |   → ✅ Passed checks: Passed basic checks
2026-07-30 18:04:13 INFO     | DexSniper            | 🎯 SNIPE: 🍏APPLEDOG (🍏APPLEDOG) — 0.05 BSC invested
2026-07-30 18:04:13 INFO     | DexSniper            | ==================================================
2026-07-30 18:04:13 INFO     | DexSniper            |   📊 DEX SNIPER STATS
2026-07-30 18:04:13 INFO     | DexSniper            |   Runtime: 0:05:40.588736
2026-07-30 18:04:13 INFO     | DexSniper            |   Pairs detected: 5
2026-07-30 18:04:13 INFO     | DexSniper            |   Scams filtered: 0
2026-07-30 18:04:13 INFO     | DexSniper            |   Trades executed: 5
2026-07-30 18:04:13 INFO     | DexSniper            |   Total invested: 0.25 BSC
2026-07-30 18:04:13 INFO     | DexSniper            | ==================================================
2026-07-30 18:04:13 INFO     | DexSniper            | ⏰ Sleeping 30s...
2026-07-30 18:04:43 INFO     | DexSniper            | 🆕 New pair detected! Token: 0x20241512... Pair: 0xe0c6Aea9...
2026-07-30 18:04:45 INFO     | DexSniper            |   → HYNIXBULL ($HYNIXBULL)
2026-07-30 18:04:45 INFO     | DexSniper            |   → ✅ Passed checks: Passed basic checks
2026-07-30 18:04:45 INFO     | DexSniper            | 🎯 SNIPE: HYNIXBULL ($HYNIXBULL) — 0.05 BSC invested
2026-07-30 18:04:45 INFO     | DexSniper            | ==================================================
2026-07-30 18:04:45 INFO     | DexSniper            |   📊 DEX SNIPER STATS
2026-07-30 18:04:45 INFO     | DexSniper            |   Runtime: 0:06:12.341460
2026-07-30 18:04:45 INFO     | DexSniper            |   Pairs detected: 6
2026-07-30 18:04:45 INFO     | DexSniper            |   Scams filtered: 0
2026-07-30 18:04:45 INFO     | DexSniper            |   Trades executed: 6
2026-07-30 18:04:45 INFO     | DexSniper            |   Total invested: 0.3 BSC
2026-07-30 18:04:45 INFO     | DexSniper            | ==================================================
2026-07-30 18:04:45 INFO     | DexSniper            | ⏰ Sleeping 30s...
2026-07-30 18:05:15 INFO     | DexSniper            | ==================================================
2026-07-30 18:05:15 INFO     | DexSniper            |   📊 DEX SNIPER STATS
2026-07-30 18:05:15 INFO     | DexSniper            |   Runtime: 0:06:42.760363
2026-07-30 18:05:15 INFO     | DexSniper            |   Pairs detected: 6
2026-07-30 18:05:15 INFO     | DexSniper            |   Scams filtered: 0
2026-07-30 18:05:15 INFO     | DexSniper            |   Trades executed: 6
2026-07-30 18:05:15 INFO     | DexSniper            |   Total invested: 0.3 BSC
2026-07-30 18:05:15 INFO     | DexSniper            | ==================================================
2026-07-30 18:05:15 INFO     | DexSniper            | ⏰ Sleeping 30s...
2026-07-30 18:05:46 INFO     | DexSniper            | 🆕 New pair detected! Token: 0x33F377B7... Pair: 0x71ce66c9...
2026-07-30 18:05:48 INFO     | DexSniper            |   → Lorenzo Governance Token (BANK)
2026-07-30 18:05:48 INFO     | DexSniper            |   → ✅ Passed checks: Passed basic checks
2026-07-30 18:05:48 INFO     | DexSniper            | 🎯 SNIPE: Lorenzo Governance Token (BANK) — 0.05 BSC invested
2026-07-30 18:05:48 INFO     | DexSniper            | ==================================================
2026-07-30 18:05:48 INFO     | DexSniper            |   📊 DEX SNIPER STATS
2026-07-30 18:05:48 INFO     | DexSniper            |   Runtime: 0:07:15.583478
2026-07-30 18:05:48 INFO     | DexSniper            |   Pairs detected: 7
2026-07-30 18:05:48 INFO     | DexSniper            |   Scams filtered: 0
2026-07-30 18:05:48 INFO     | DexSniper            |   Trades executed: 7
2026-07-30 18:05:48 INFO     | DexSniper            |   Total invested: 0.35 BSC
2026-07-30 18:05:48 INFO     | DexSniper            | ==================================================
2026-07-30 18:05:48 INFO     | DexSniper            | ⏰ Sleeping 30s...
2026-07-30 18:06:19 INFO     | DexSniper            | ==================================================
2026-07-30 18:06:19 INFO     | DexSniper            |   📊 DEX SNIPER STATS
2026-07-30 18:06:19 INFO     | DexSniper            |   Runtime: 0:07:46.394893
2026-07-30 18:06:19 INFO     | DexSniper            |   Pairs detected: 7
2026-07-30 18:06:19 INFO     | DexSniper            |   Scams filtered: 0
2026-07-30 18:06:19 INFO     | DexSniper            |   Trades executed: 7
2026-07-30 18:06:19 INFO     | DexSniper            |   Total invested: 0.35 BSC
2026-07-30 18:06:19 INFO     | DexSniper            | ==================================================
2026-07-30 18:06:19 INFO     | DexSniper            | ⏰ Sleeping 30s...
2026-07-30 18:06:49 INFO     | DexSniper            | 🆕 New pair detected! Token: 0x7e644832... Pair: 0xB0fF31E3...
2026-07-30 18:06:50 INFO     | DexSniper            |   → 🍏APPLEDOG (🍏APPLEDOG)
2026-07-30 18:06:50 INFO     | DexSniper            |   → ✅ Passed checks: Passed basic checks
2026-07-30 18:06:50 INFO     | DexSniper            | 🎯 SNIPE: 🍏APPLEDOG (🍏APPLEDOG) — 0.05 BSC invested
2026-07-30 18:06:50 INFO     | DexSniper            | ==================================================
2026-07-30 18:06:50 INFO     | DexSniper            |   📊 DEX SNIPER STATS
2026-07-30 18:06:50 INFO     | DexSniper            |   Runtime: 0:08:17.689258
2026-07-30 18:06:50 INFO     | DexSniper            |   Pairs detected: 8
2026-07-30 18:06:50 INFO     | DexSniper            |   Scams filtered: 0
2026-07-30 18:06:50 INFO     | DexSniper            |   Trades executed: 8
2026-07-30 18:06:50 INFO     | DexSniper            |   Total invested: 0.39999999999999997 BSC
2026-07-30 18:06:50 INFO     | DexSniper            | ==================================================
2026-07-30 18:06:50 INFO     | DexSniper            | ⏰ Sleeping 30s...
2026-07-30 18:07:21 INFO     | DexSniper            | 🆕 New pair detected! Token: 0x88198424... Pair: 0x706146A5...
2026-07-30 18:07:22 INFO     | DexSniper            |   → 虚空推演者  (虚演)
2026-07-30 18:07:22 INFO     | DexSniper            |   → ✅ Passed checks: Passed basic checks
2026-07-30 18:07:22 INFO     | DexSniper            | 🎯 SNIPE: 虚空推演者  (虚演) — 0.05 BSC invested
2026-07-30 18:07:22 INFO     | DexSniper            | ==================================================
2026-07-30 18:07:22 INFO     | DexSniper            |   📊 DEX SNIPER STATS
2026-07-30 18:07:22 INFO     | DexSniper            |   Runtime: 0:08:49.281241
2026-07-30 18:07:22 INFO     | DexSniper            |   Pairs detected: 9
2026-07-30 18:07:22 INFO     | DexSniper            |   Scams filtered: 0
2026-07-30 18:07:22 INFO     | DexSniper            |   Trades executed: 9
2026-07-30 18:07:22 INFO     | DexSniper            |   Total invested: 0.44999999999999996 BSC
2026-07-30 18:07:22 INFO     | DexSniper            | ==================================================
2026-07-30 18:07:22 INFO     | DexSniper            | ⏰ Sleeping 30s...
2026-07-30 18:07:52 INFO     | DexSniper            | ==================================================
2026-07-30 18:07:52 INFO     | DexSniper            |   📊 DEX SNIPER STATS
2026-07-30 18:07:52 INFO     | DexSniper            |   Runtime: 0:09:19.592198
2026-07-30 18:07:52 INFO     | DexSniper            |   Pairs detected: 9
2026-07-30 18:07:52 INFO     | DexSniper            |   Scams filtered: 0
2026-07-30 18:07:52 INFO     | DexSniper            |   Trades executed: 9
2026-07-30 18:07:52 INFO     | DexSniper            |   Total invested: 0.44999999999999996 BSC
2026-07-30 18:07:52 INFO     | DexSniper            | ==================================================
2026-07-30 18:07:52 INFO     | DexSniper            | ⏰ Sleeping 30s...
2026-07-30 18:08:23 INFO     | DexSniper            | 🆕 New pair detected! Token: 0xb90C6e31... Pair: 0xD1f8fE93...
2026-07-30 18:08:24 INFO     | DexSniper            |   → 暗域银河  (暗河)
2026-07-30 18:08:24 INFO     | DexSniper            |   → ✅ Passed checks: Passed basic checks
2026-07-30 18:08:24 INFO     | DexSniper            | 🎯 SNIPE: 暗域银河  (暗河) — 0.05 BSC invested
2026-07-30 18:08:24 INFO     | DexSniper            | ==================================================
2026-07-30 18:08:24 INFO     | DexSniper            |   📊 DEX SNIPER STATS
2026-07-30 18:08:24 INFO     | DexSniper            |   Runtime: 0:09:51.272668
2026-07-30 18:08:24 INFO     | DexSniper            |   Pairs detected: 10
2026-07-30 18:08:24 INFO     | DexSniper            |   Scams filtered: 0
2026-07-30 18:08:24 INFO     | DexSniper            |   Trades executed: 10
2026-07-30 18:08:24 INFO     | DexSniper            |   Total invested: 0.49999999999999994 BSC
2026-07-30 18:08:24 INFO     | DexSniper            | ==================================================
2026-07-30 18:08:24 INFO     | DexSniper            | ⏰ Sleeping 30s...
2026-07-30 18:08:54 INFO     | DexSniper            | 🆕 New pair detected! Token: 0x1C8eFE39... Pair: 0x3908eAB6...
2026-07-30 18:08:55 INFO     | DexSniper            |   → Bloom Energy Tokenized bStocks (BEB)
2026-07-30 18:08:55 INFO     | DexSniper            |   → ✅ Passed checks: Passed basic checks
2026-07-30 18:08:55 INFO     | DexSniper            | 🎯 SNIPE: Bloom Energy Tokenized bStocks (BEB) — 0.05 BSC invested
2026-07-30 18:08:55 INFO     | DexSniper            | ==================================================
2026-07-30 18:08:55 INFO     | DexSniper            |   📊 DEX SNIPER STATS
2026-07-30 18:08:55 INFO     | DexSniper            |   Runtime: 0:10:22.750577
2026-07-30 18:08:55 INFO     | DexSniper            |   Pairs detected: 11
2026-07-30 18:08:55 INFO     | DexSniper            |   Scams filtered: 0
2026-07-30 18:08:55 INFO     | DexSniper            |   Trades executed: 11
2026-07-30 18:08:55 INFO     | DexSniper            |   Total invested: 0.5499999999999999 BSC
2026-07-30 18:08:55 INFO     | DexSniper            | ==================================================
2026-07-30 18:08:55 INFO     | DexSniper            | ⏰ Sleeping 30s...
2026-07-30 18:09:25 INFO     | DexSniper            | 🆕 New pair detected! Token: 0x34929bBc... Pair: 0x2dadB824...
2026-07-30 18:09:26 INFO     | DexSniper            |   → 黄金🍜 (黄金🍜)
2026-07-30 18:09:26 INFO     | DexSniper            |   → ✅ Passed checks: Passed basic checks
2026-07-30 18:09:26 INFO     | DexSniper            | 🎯 SNIPE: 黄金🍜 (黄金🍜) — 0.05 BSC invested
2026-07-30 18:09:26 INFO     | DexSniper            | ==================================================
2026-07-30 18:09:26 INFO     | DexSniper            |   📊 DEX SNIPER STATS
2026-07-30 18:09:26 INFO     | DexSniper            |   Runtime: 0:10:53.977429
2026-07-30 18:09:26 INFO     | DexSniper            |   Pairs detected: 12
2026-07-30 18:09:26 INFO     | DexSniper            |   Scams filtered: 0
2026-07-30 18:09:26 INFO     | DexSniper            |   Trades executed: 12
2026-07-30 18:09:26 INFO     | DexSniper            |   Total invested: 0.6 BSC
2026-07-30 18:09:26 INFO     | DexSniper            | ==================================================
2026-07-30 18:09:26 INFO     | DexSniper            | ⏰ Sleeping 30s...
2026-07-30 18:09:57 INFO     | DexSniper            | 🆕 New pair detected! Token: 0x9514d759... Pair: 0x25037D51...
2026-07-30 18:09:58 INFO     | DexSniper            |   → BrainPulse (BPL)
